"league_name","season","team_long_name","avg_team_rating_pro_season","last_season_rating","points_in_season","points_in_last_season"
Portugal Liga ZON Sagres,"2011/2012","União de Leiria, SAD",67.96,69.61,19,35
Portugal Liga ZON Sagres,"2008/2009",Vitória Guimarães,71.59,,38,
Portugal Liga ZON Sagres,"2009/2010",Vitória Guimarães,70.02,71.59,41,38
Portugal Liga ZON Sagres,"2010/2011",Vitória Guimarães,69.8,70.02,43,41
Portugal Liga ZON Sagres,"2011/2012",Vitória Guimarães,70.34,69.8,45,43
Portugal Liga ZON Sagres,"2012/2013",Vitória Guimarães,68.94,70.34,40,45
Portugal Liga ZON Sagres,"2013/2014",Vitória Guimarães,69.33,68.94,35,40
Portugal Liga ZON Sagres,"2014/2015",Vitória Guimarães,70.8,69.33,55,35
Portugal Liga ZON Sagres,"2015/2016",Vitória Guimarães,70.88,70.8,40,55
Portugal Liga ZON Sagres,"2008/2009",Vitória Setúbal,71.74,,26,
Portugal Liga ZON Sagres,"2009/2010",Vitória Setúbal,70.28,71.74,25,26
Portugal Liga ZON Sagres,"2010/2011",Vitória Setúbal,69.02,70.28,34,25
Portugal Liga ZON Sagres,"2011/2012",Vitória Setúbal,69.5,69.02,30,34
Portugal Liga ZON Sagres,"2012/2013",Vitória Setúbal,68.47,69.5,26,30
Portugal Liga ZON Sagres,"2013/2014",Vitória Setúbal,68.8,68.47,39,26
Portugal Liga ZON Sagres,"2014/2015",Vitória Setúbal,69.7,68.8,29,39
Portugal Liga ZON Sagres,"2015/2016",Vitória Setúbal,70.34,69.7,30,29
Scotland Premier League,"2008/2009",Aberdeen,67.28,,53,
Scotland Premier League,"2009/2010",Aberdeen,66.3,67.28,41,53
Scotland Premier League,"2010/2011",Aberdeen,65.16,66.3,38,41
Scotland Premier League,"2011/2012",Aberdeen,63.58,65.16,41,38
Scotland Premier League,"2012/2013",Aberdeen,63.93,63.58,48,41
Scotland Premier League,"2013/2014",Aberdeen,64.33,63.93,68,48
Scotland Premier League,"2014/2015",Aberdeen,65.24,64.33,75,68
Scotland Premier League,"2015/2016",Aberdeen,65.78,65.24,71,75
Scotland Premier League,"2008/2009",Celtic,73.8,,82,
Scotland Premier League,"2009/2010",Celtic,71.65,73.8,81,82
Scotland Premier League,"2010/2011",Celtic,70.72,71.65,92,81
Scotland Premier League,"2011/2012",Celtic,70.31,70.72,93,92
Scotland Premier League,"2012/2013",Celtic,70.14,70.31,79,93
Scotland Premier League,"2013/2014",Celtic,69.58,70.14,99,79
Scotland Premier League,"2014/2015",Celtic,70.04,69.58,92,99
Scotland Premier League,"2015/2016",Celtic,69.28,70.04,86,92
Scotland Premier League,"2012/2013",Dundee FC,61.94,,30,
Scotland Premier League,"2014/2015",Dundee FC,62.21,61.94,45,30
Scotland Premier League,"2015/2016",Dundee FC,62.09,62.21,48,45
Scotland Premier League,"2008/2009",Dundee United,66.56,,53,
Scotland Premier League,"2009/2010",Dundee United,67.43,66.56,63,53
Scotland Premier League,"2010/2011",Dundee United,67.3,67.43,61,63
Scotland Premier League,"2011/2012",Dundee United,66.46,67.3,59,61
Scotland Premier League,"2012/2013",Dundee United,65.07,66.46,47,59
Scotland Premier League,"2013/2014",Dundee United,64.21,65.07,58,47
Scotland Premier League,"2014/2015",Dundee United,63.5,64.21,56,58
Scotland Premier League,"2015/2016",Dundee United,63.08,63.5,31,56
Scotland Premier League,"2011/2012",Dunfermline Athletic,63.04,,25,
Scotland Premier League,"2008/2009",Falkirk,65.67,,38,
Scotland Premier League,"2009/2010",Falkirk,64.34,65.67,31,38
Scotland Premier League,"2008/2009",Hamilton Academical FC,64.66,,41,
Scotland Premier League,"2009/2010",Hamilton Academical FC,65.4,64.66,49,41
Scotland Premier League,"2010/2011",Hamilton Academical FC,63.89,65.4,26,49
Scotland Premier League,"2014/2015",Hamilton Academical FC,61,63.89,53,26
Scotland Premier League,"2015/2016",Hamilton Academical FC,60.73,61,43,53
Scotland Premier League,"2008/2009",Heart of Midlothian,66.46,,59,
Scotland Premier League,"2009/2010",Heart of Midlothian,66.87,66.46,48,59
Scotland Premier League,"2010/2011",Heart of Midlothian,66.6,66.87,63,48
Scotland Premier League,"2011/2012",Heart of Midlothian,66.54,66.6,52,63
Scotland Premier League,"2012/2013",Heart of Midlothian,63.43,66.54,44,52
Scotland Premier League,"2013/2014",Heart of Midlothian,61.69,63.43,38,44
Scotland Premier League,"2015/2016",Heart of Midlothian,64.35,61.69,65,38
Scotland Premier League,"2008/2009",Hibernian,67.38,,47,
Scotland Premier League,"2009/2010",Hibernian,67.9,67.38,54,47
Scotland Premier League,"2010/2011",Hibernian,65.11,67.9,37,54
Scotland Premier League,"2011/2012",Hibernian,63.35,65.11,33,37
Scotland Premier League,"2012/2013",Hibernian,63.65,63.35,51,33
Scotland Premier League,"2013/2014",Hibernian,62.95,63.65,35,51
Scotland Premier League,"2008/2009",Inverness Caledonian Thistle,64.56,,37,
Scotland Premier League,"2010/2011",Inverness Caledonian Thistle,63.94,64.56,53,37
Scotland Premier League,"2011/2012",Inverness Caledonian Thistle,62.59,63.94,39,53
Scotland Premier League,"2012/2013",Inverness Caledonian Thistle,64.07,62.59,54,39
Scotland Premier League,"2013/2014",Inverness Caledonian Thistle,63.9,64.07,57,54
Scotland Premier League,"2014/2015",Inverness Caledonian Thistle,64.14,63.9,65,57
Scotland Premier League,"2015/2016",Inverness Caledonian Thistle,63.06,64.14,52,65
Scotland Premier League,"2008/2009",Kilmarnock,64.6,,44,
Scotland Premier League,"2009/2010",Kilmarnock,64.34,64.6,33,44
Scotland Premier League,"2010/2011",Kilmarnock,64.64,64.34,49,33
Scotland Premier League,"2011/2012",Kilmarnock,64.17,64.64,47,49
Scotland Premier League,"2012/2013",Kilmarnock,63.09,64.17,45,47
Scotland Premier League,"2013/2014",Kilmarnock,61.69,63.09,39,45
Scotland Premier League,"2014/2015",Kilmarnock,61.97,61.69,41,39
Scotland Premier League,"2015/2016",Kilmarnock,63.22,61.97,36,41
Scotland Premier League,"2008/2009",Motherwell,67.03,,48,
Scotland Premier League,"2009/2010",Motherwell,66.17,67.03,53,48
Scotland Premier League,"2010/2011",Motherwell,66.97,66.17,46,53
Scotland Premier League,"2011/2012",Motherwell,67.23,66.97,62,46
Scotland Premier League,"2012/2013",Motherwell,67.17,67.23,63,62
Scotland Premier League,"2013/2014",Motherwell,63.73,67.17,70,63
Scotland Premier League,"2014/2015",Motherwell,62.56,63.73,36,70
Scotland Premier League,"2015/2016",Motherwell,63.12,62.56,50,36
Scotland Premier League,"2013/2014",Partick Thistle F.C.,61.62,,38,
Scotland Premier League,"2014/2015",Partick Thistle F.C.,62.35,61.62,46,38
Scotland Premier League,"2015/2016",Partick Thistle F.C.,63.53,62.35,46,46
Scotland Premier League,"2008/2009",Rangers,72.63,,86,
Scotland Premier League,"2009/2010",Rangers,72.15,72.63,87,86
Scotland Premier League,"2010/2011",Rangers,71.66,72.15,93,87
Scotland Premier League,"2011/2012",Rangers,69.77,71.66,83,93
Scotland Premier League,"2012/2013",Ross County FC,62.56,,53,
Scotland Premier League,"2013/2014",Ross County FC,61.95,62.56,40,53
Scotland Premier League,"2014/2015",Ross County FC,61.84,61.95,44,40
Scotland Premier League,"2015/2016",Ross County FC,62.13,61.84,48,44
Scotland Premier League,"2009/2010",St. Johnstone FC,64.81,,47,
Scotland Premier League,"2010/2011",St. Johnstone FC,63.53,64.81,44,47
Scotland Premier League,"2011/2012",St. Johnstone FC,64.34,63.53,50,44
Scotland Premier League,"2012/2013",St. Johnstone FC,64.5,64.34,56,50
Scotland Premier League,"2013/2014",St. Johnstone FC,63.9,64.5,53,56
Scotland Premier League,"2014/2015",St. Johnstone FC,64.28,63.9,57,53
Scotland Premier League,"2015/2016",St. Johnstone FC,64,64.28,56,57
Scotland Premier League,"2008/2009",St. Mirren,64.79,,37,
Scotland Premier League,"2009/2010",St. Mirren,64.95,64.79,34,37
Scotland Premier League,"2010/2011",St. Mirren,64.03,64.95,33,34
Scotland Premier League,"2011/2012",St. Mirren,63.42,64.03,43,33
Scotland Premier League,"2012/2013",St. Mirren,63.3,63.42,41,43
Scotland Premier League,"2013/2014",St. Mirren,62.48,63.3,39,41
Scotland Premier League,"2014/2015",St. Mirren,62.22,62.48,30,39
Spain LIGA BBVA,"2008/2009",Athletic Club de Bilbao,73.88,,44,
Spain LIGA BBVA,"2009/2010",Athletic Club de Bilbao,74.86,73.88,54,44
Spain LIGA BBVA,"2010/2011",Athletic Club de Bilbao,75.99,74.86,58,54
Spain LIGA BBVA,"2011/2012",Athletic Club de Bilbao,76.27,75.99,49,58
Spain LIGA BBVA,"2012/2013",Athletic Club de Bilbao,75.69,76.27,45,49
Spain LIGA BBVA,"2013/2014",Athletic Club de Bilbao,76.26,75.69,70,45
Spain LIGA BBVA,"2014/2015",Athletic Club de Bilbao,76.9,76.26,55,70
Spain LIGA BBVA,"2015/2016",Athletic Club de Bilbao,76.98,76.9,62,55
Spain LIGA BBVA,"2008/2009",Atlético Madrid,78.75,,67,
Spain LIGA BBVA,"2009/2010",Atlético Madrid,77.84,78.75,47,67
Spain LIGA BBVA,"2010/2011",Atlético Madrid,78.37,77.84,58,47
Spain LIGA BBVA,"2011/2012",Atlético Madrid,77.86,78.37,56,58
Spain LIGA BBVA,"2012/2013",Atlético Madrid,79.27,77.86,76,56
Spain LIGA BBVA,"2013/2014",Atlético Madrid,79.74,79.27,90,76
Spain LIGA BBVA,"2014/2015",Atlético Madrid,78.98,79.74,78,90
Spain LIGA BBVA,"2015/2016",Atlético Madrid,78.84,78.98,88,78
Spain LIGA BBVA,"2008/2009",CA Osasuna,73.02,,43,
Spain LIGA BBVA,"2009/2010",CA Osasuna,74.6,73.02,43,43
Spain LIGA BBVA,"2010/2011",CA Osasuna,74.34,74.6,47,43
Spain LIGA BBVA,"2011/2012",CA Osasuna,73.11,74.34,54,47
Spain LIGA BBVA,"2012/2013",CA Osasuna,73.14,73.11,39,54
Spain LIGA BBVA,"2013/2014",CA Osasuna,73.07,73.14,39,39
Spain LIGA BBVA,"2008/2009",CD Numancia,72.53,,35,
Spain LIGA BBVA,"2009/2010",CD Tenerife,73.23,,36,
Spain LIGA BBVA,"2014/2015",Córdoba CF,71.68,,20,
Spain LIGA BBVA,"2013/2014",Elche CF,73.03,,40,
Spain LIGA BBVA,"2014/2015",Elche CF,73.65,73.03,41,40
Spain LIGA BBVA,"2008/2009",FC Barcelona,81.28,,87,
Spain LIGA BBVA,"2009/2010",FC Barcelona,81.19,81.28,99,87
Spain LIGA BBVA,"2010/2011",FC Barcelona,81.95,81.19,96,99
Spain LIGA BBVA,"2011/2012",FC Barcelona,82.24,81.95,91,96
Spain LIGA BBVA,"2012/2013",FC Barcelona,81.56,82.24,100,91
Spain LIGA BBVA,"2013/2014",FC Barcelona,81.29,81.56,87,100
Spain LIGA BBVA,"2014/2015",FC Barcelona,81.58,81.29,94,87
Spain LIGA BBVA,"2015/2016",FC Barcelona,80.86,81.58,91,94
Spain LIGA BBVA,"2008/2009",Getafe CF,75.55,,42,
Spain LIGA BBVA,"2009/2010",Getafe CF,75.34,75.55,58,42
Spain LIGA BBVA,"2010/2011",Getafe CF,74.76,75.34,44,58
Spain LIGA BBVA,"2011/2012",Getafe CF,74.46,74.76,47,44
Spain LIGA BBVA,"2012/2013",Getafe CF,74.53,74.46,47,47
Spain LIGA BBVA,"2013/2014",Getafe CF,73.66,74.53,42,47
Spain LIGA BBVA,"2014/2015",Getafe CF,73.31,73.66,37,42
Spain LIGA BBVA,"2015/2016",Getafe CF,74.33,73.31,36,37
Spain LIGA BBVA,"2011/2012",Granada CF,72.54,,42,
Spain LIGA BBVA,"2012/2013",Granada CF,73.35,72.54,42,42
Spain LIGA BBVA,"2013/2014",Granada CF,72.98,73.35,41,42
Spain LIGA BBVA,"2014/2015",Granada CF,72.88,72.98,35,41
Spain LIGA BBVA,"2015/2016",Granada CF,73.19,72.88,39,35
Spain LIGA BBVA,"2010/2011",Hércules Club de Fútbol,73.61,,35,
Spain LIGA BBVA,"2010/2011",Levante UD,72.96,,45,
Spain LIGA BBVA,"2011/2012",Levante UD,73.85,72.96,55,45
Spain LIGA BBVA,"2012/2013",Levante UD,74.26,73.85,46,55
Spain LIGA BBVA,"2013/2014",Levante UD,73.85,74.26,48,46
Spain LIGA BBVA,"2014/2015",Levante UD,73.13,73.85,37,48
Spain LIGA BBVA,"2015/2016",Levante UD,73.02,73.13,32,37
Spain LIGA BBVA,"2008/2009",Málaga CF,72.15,,55,
Spain LIGA BBVA,"2009/2010",Málaga CF,73.68,72.15,37,55
Spain LIGA BBVA,"2010/2011",Málaga CF,73.35,73.68,46,37
Spain LIGA BBVA,"2011/2012",Málaga CF,76.78,73.35,58,46
Spain LIGA BBVA,"2012/2013",Málaga CF,77,76.78,57,58
Spain LIGA BBVA,"2013/2014",Málaga CF,74.32,77,45,57
Spain LIGA BBVA,"2014/2015",Málaga CF,74.05,74.32,50,45
Spain LIGA BBVA,"2015/2016",Málaga CF,74.18,74.05,48,50
Spain LIGA BBVA,"2012/2013",RC Celta de Vigo,73.1,,37,
Spain LIGA BBVA,"2013/2014",RC Celta de Vigo,73.18,73.1,49,37
Spain LIGA BBVA,"2014/2015",RC Celta de Vigo,75.07,73.18,51,49
Spain LIGA BBVA,"2015/2016",RC Celta de Vigo,76.28,75.07,60,51
Spain LIGA BBVA,"2008/2009",RC Deportivo de La Coruña,75.13,,58,
Spain LIGA BBVA,"2009/2010",RC Deportivo de La Coruña,75.53,75.13,47,58
Spain LIGA BBVA,"2010/2011",RC Deportivo de La Coruña,74.43,75.53,43,47
Spain LIGA BBVA,"2012/2013",RC Deportivo de La Coruña,73.96,74.43,35,43
Spain LIGA BBVA,"2014/2015",RC Deportivo de La Coruña,73.29,73.96,35,35
Spain LIGA BBVA,"2015/2016",RC Deportivo de La Coruña,74.86,73.29,42,35
Spain LIGA BBVA,"2008/2009",RC Recreativo,73.35,,33,
Spain LIGA BBVA,"2008/2009",RCD Espanyol,75.11,,47,
Spain LIGA BBVA,"2009/2010",RCD Espanyol,74.41,75.11,44,47
Spain LIGA BBVA,"2010/2011",RCD Espanyol,74.19,74.41,49,44
Spain LIGA BBVA,"2011/2012",RCD Espanyol,74.12,74.19,46,49
Spain LIGA BBVA,"2012/2013",RCD Espanyol,73.96,74.12,44,46
Spain LIGA BBVA,"2013/2014",RCD Espanyol,73.17,73.96,42,44
Spain LIGA BBVA,"2014/2015",RCD Espanyol,73.33,73.17,49,42
Spain LIGA BBVA,"2015/2016",RCD Espanyol,73.03,73.33,43,49
Spain LIGA BBVA,"2008/2009",RCD Mallorca,74.96,,51,
Spain LIGA BBVA,"2009/2010",RCD Mallorca,75.42,74.96,62,51
Spain LIGA BBVA,"2010/2011",RCD Mallorca,74.22,75.42,44,62
Spain LIGA BBVA,"2011/2012",RCD Mallorca,73.81,74.22,52,44
Spain LIGA BBVA,"2012/2013",RCD Mallorca,73.46,73.81,36,52
Spain LIGA BBVA,"2008/2009",Racing Santander,73.89,,46,
Spain LIGA BBVA,"2009/2010",Racing Santander,73.93,73.89,39,46
Spain LIGA BBVA,"2010/2011",Racing Santander,74.19,73.93,46,39
Spain LIGA BBVA,"2011/2012",Racing Santander,71.99,74.19,27,46
Spain LIGA BBVA,"2011/2012",Rayo Vallecano,72.17,,43,
Spain LIGA BBVA,"2012/2013",Rayo Vallecano,73.64,72.17,53,43
Spain LIGA BBVA,"2013/2014",Rayo Vallecano,73.24,73.64,43,53
Spain LIGA BBVA,"2014/2015",Rayo Vallecano,74.68,73.24,49,43
Spain LIGA BBVA,"2015/2016",Rayo Vallecano,74.11,74.68,38,49
Spain LIGA BBVA,"2008/2009",Real Betis Balompié,73.31,,42,
Spain LIGA BBVA,"2011/2012",Real Betis Balompié,73.13,73.31,47,42
Spain LIGA BBVA,"2012/2013",Real Betis Balompié,74.23,73.13,56,47
Spain LIGA BBVA,"2013/2014",Real Betis Balompié,73.32,74.23,25,56
Spain LIGA BBVA,"2015/2016",Real Betis Balompié,73.83,73.32,45,25
Spain LIGA BBVA,"2008/2009",Real Madrid CF,81.17,,78,
Spain LIGA BBVA,"2009/2010",Real Madrid CF,81.95,81.17,96,78
Spain LIGA BBVA,"2010/2011",Real Madrid CF,81.92,81.95,92,96
Spain LIGA BBVA,"2011/2012",Real Madrid CF,82.15,81.92,100,92
Spain LIGA BBVA,"2012/2013",Real Madrid CF,80.39,82.15,85,100
Spain LIGA BBVA,"2013/2014",Real Madrid CF,80.89,80.39,87,85
Spain LIGA BBVA,"2014/2015",Real Madrid CF,81.8,80.89,92,87
Spain LIGA BBVA,"2015/2016",Real Madrid CF,80.52,81.8,90,92
Spain LIGA BBVA,"2010/2011",Real Sociedad,73.58,,45,
Spain LIGA BBVA,"2011/2012",Real Sociedad,73.78,73.58,47,45
Spain LIGA BBVA,"2012/2013",Real Sociedad,75.37,73.78,66,47
Spain LIGA BBVA,"2013/2014",Real Sociedad,76.01,75.37,59,66
Spain LIGA BBVA,"2014/2015",Real Sociedad,75.61,76.01,46,59
Spain LIGA BBVA,"2015/2016",Real Sociedad,75,75.61,48,46
Spain LIGA BBVA,"2008/2009",Real Sporting de Gijón,71.61,,43,
Spain LIGA BBVA,"2009/2010",Real Sporting de Gijón,73.88,71.61,40,43
Spain LIGA BBVA,"2010/2011",Real Sporting de Gijón,74.11,73.88,47,40
Spain LIGA BBVA,"2011/2012",Real Sporting de Gijón,72.79,74.11,37,47
Spain LIGA BBVA,"2015/2016",Real Sporting de Gijón,73.42,72.79,39,37
Spain LIGA BBVA,"2008/2009",Real Valladolid,73.67,,43,
Spain LIGA BBVA,"2009/2010",Real Valladolid,73.39,73.67,36,43
Spain LIGA BBVA,"2012/2013",Real Valladolid,72.72,73.39,43,36
Spain LIGA BBVA,"2013/2014",Real Valladolid,72.83,72.72,36,43
Spain LIGA BBVA,"2009/2010",Real Zaragoza,74.75,,41,
Spain LIGA BBVA,"2010/2011",Real Zaragoza,73.69,74.75,45,41
Spain LIGA BBVA,"2011/2012",Real Zaragoza,73.51,73.69,43,45
Spain LIGA BBVA,"2012/2013",Real Zaragoza,73.86,73.51,34,43
Spain LIGA BBVA,"2014/2015",SD Eibar,71.87,,35,
Spain LIGA BBVA,"2015/2016",SD Eibar,72.14,71.87,43,35
Spain LIGA BBVA,"2008/2009",Sevilla FC,77.6,,70,
Spain LIGA BBVA,"2009/2010",Sevilla FC,77.83,77.6,63,70
Spain LIGA BBVA,"2010/2011",Sevilla FC,77.49,77.83,58,63
Spain LIGA BBVA,"2011/2012",Sevilla FC,76.88,77.49,50,58
Spain LIGA BBVA,"2012/2013",Sevilla FC,77.04,76.88,50,50
Spain LIGA BBVA,"2013/2014",Sevilla FC,74.98,77.04,63,50
Spain LIGA BBVA,"2014/2015",Sevilla FC,76.67,74.98,76,63
Spain LIGA BBVA,"2015/2016",Sevilla FC,77.46,76.67,52,76
Spain LIGA BBVA,"2008/2009",UD Almería,73.94,,46,
Spain LIGA BBVA,"2009/2010",UD Almería,74.57,73.94,42,46
Spain LIGA BBVA,"2010/2011",UD Almería,74.03,74.57,30,42
Spain LIGA BBVA,"2013/2014",UD Almería,71.69,74.03,40,30
Spain LIGA BBVA,"2014/2015",UD Almería,72.11,71.69,32,40
Spain LIGA BBVA,"2015/2016",UD Las Palmas,72.06,,44,
Spain LIGA BBVA,"2008/2009",Valencia CF,78.39,,62,
Spain LIGA BBVA,"2009/2010",Valencia CF,78.55,78.39,71,62
Spain LIGA BBVA,"2010/2011",Valencia CF,77.57,78.55,71,71
Spain LIGA BBVA,"2011/2012",Valencia CF,77.22,77.57,61,71
Spain LIGA BBVA,"2012/2013",Valencia CF,78.08,77.22,65,61
Spain LIGA BBVA,"2013/2014",Valencia CF,76.08,78.08,49,65
Spain LIGA BBVA,"2014/2015",Valencia CF,77.59,76.08,77,49
Spain LIGA BBVA,"2015/2016",Valencia CF,77.02,77.59,44,77
Spain LIGA BBVA,"2008/2009",Villarreal CF,77.31,,65,
Spain LIGA BBVA,"2009/2010",Villarreal CF,77.72,77.31,56,65
Spain LIGA BBVA,"2010/2011",Villarreal CF,78.03,77.72,62,56
Spain LIGA BBVA,"2011/2012",Villarreal CF,76.41,78.03,41,62
Spain LIGA BBVA,"2013/2014",Villarreal CF,73.63,76.41,59,41
Spain LIGA BBVA,"2014/2015",Villarreal CF,75.41,73.63,60,59
Spain LIGA BBVA,"2015/2016",Villarreal CF,76.58,75.41,64,60
Spain LIGA BBVA,"2009/2010",Xerez Club Deportivo,72.18,,34,
Switzerland Super League,"2008/2009",AC Bellinzona,60.48,,43,
Switzerland Super League,"2009/2010",AC Bellinzona,59.62,60.48,25,43
Switzerland Super League,"2010/2011",AC Bellinzona,60.38,59.62,32,25
Switzerland Super League,"2008/2009",BSC Young Boys,64.78,,73,
Switzerland Super League,"2009/2010",BSC Young Boys,64.68,64.78,77,73
Switzerland Super League,"2010/2011",BSC Young Boys,65.72,64.68,57,77
Switzerland Super League,"2011/2012",BSC Young Boys,66.39,65.72,51,57
Switzerland Super League,"2012/2013",BSC Young Boys,64.88,66.39,43,51
Switzerland Super League,"2013/2014",BSC Young Boys,64.46,64.88,59,43
Switzerland Super League,"2014/2015",BSC Young Boys,64.99,64.46,66,59
Switzerland Super League,"2015/2016",BSC Young Boys,65.13,64.99,69,66
Switzerland Super League,"2008/2009",FC Aarau,60.59,,44,
Switzerland Super League,"2009/2010",FC Aarau,60.02,60.59,23,44
Switzerland Super League,"2013/2014",FC Aarau,62.47,60.02,42,23
Switzerland Super League,"2014/2015",FC Aarau,62.56,62.47,30,42
Switzerland Super League,"2008/2009",FC Basel,65.27,,72,
Switzerland Super League,"2009/2010",FC Basel,65.85,65.27,80,72
Switzerland Super League,"2010/2011",FC Basel,67.87,65.85,73,80
Switzerland Super League,"2011/2012",FC Basel,68.35,67.87,74,73
Switzerland Super League,"2012/2013",FC Basel,68.58,68.35,72,74
Switzerland Super League,"2013/2014",FC Basel,69.08,68.58,72,72
Switzerland Super League,"2014/2015",FC Basel,69.34,69.08,78,72
Switzerland Super League,"2015/2016",FC Basel,70.03,69.34,83,78
Switzerland Super League,"2011/2012",FC Lausanne-Sports,63,,30,
Switzerland Super League,"2012/2013",FC Lausanne-Sports,62.94,63,33,30
Switzerland Super League,"2013/2014",FC Lausanne-Sports,63.99,62.94,24,33
Switzerland Super League,"2008/2009",FC Luzern,62.02,,35,
Switzerland Super League,"2009/2010",FC Luzern,61.94,62.02,58,35
Switzerland Super League,"2010/2011",FC Luzern,62.86,61.94,48,58
Switzerland Super League,"2011/2012",FC Luzern,63.68,62.86,54,48
Switzerland Super League,"2012/2013",FC Luzern,64.43,63.68,42,54
Switzerland Super League,"2013/2014",FC Luzern,63.75,64.43,51,42
Switzerland Super League,"2014/2015",FC Luzern,64.89,63.75,47,51
Switzerland Super League,"2015/2016",FC Luzern,64.38,64.89,54,47
Switzerland Super League,"2008/2009",FC Sion,62.01,,37,
Switzerland Super League,"2009/2010",FC Sion,62.34,62.01,51,37
Switzerland Super League,"2010/2011",FC Sion,63.53,62.34,54,51
Switzerland Super League,"2011/2012",FC Sion,65.04,63.53,53,54
Switzerland Super League,"2012/2013",FC Sion,65.89,65.04,48,53
Switzerland Super League,"2013/2014",FC Sion,65,65.89,43,48
Switzerland Super League,"2014/2015",FC Sion,65.56,65,45,43
Switzerland Super League,"2015/2016",FC Sion,66.2,65.56,50,45
Switzerland Super League,"2009/2010",FC St. Gallen,61.2,,46,
Switzerland Super League,"2010/2011",FC St. Gallen,61.18,61.2,31,46
Switzerland Super League,"2012/2013",FC St. Gallen,61.65,61.18,59,31
Switzerland Super League,"2013/2014",FC St. Gallen,61.74,61.65,45,59
Switzerland Super League,"2014/2015",FC St. Gallen,62.75,61.74,47,45
Switzerland Super League,"2015/2016",FC St. Gallen,63.18,62.75,38,47
Switzerland Super League,"2010/2011",FC Thun,61.28,,49,
Switzerland Super League,"2011/2012",FC Thun,63.17,61.28,43,49
Switzerland Super League,"2012/2013",FC Thun,61.63,63.17,48,43
Switzerland Super League,"2013/2014",FC Thun,62.66,61.63,48,48
Switzerland Super League,"2014/2015",FC Thun,62.86,62.66,52,48
Switzerland Super League,"2015/2016",FC Thun,62.9,62.86,41,52
Switzerland Super League,"2008/2009",FC Vaduz,64.22,,22,
Switzerland Super League,"2014/2015",FC Vaduz,61.39,64.22,31,22
Switzerland Super League,"2015/2016",FC Vaduz,62.09,61.39,36,31
Switzerland Super League,"2008/2009",FC Zürich,65.47,,79,
Switzerland Super League,"2009/2010",FC Zürich,64.84,65.47,45,79
Switzerland Super League,"2010/2011",FC Zürich,64.09,64.84,72,45
Switzerland Super League,"2011/2012",FC Zürich,64.02,64.09,41,72
Switzerland Super League,"2012/2013",FC Zürich,63.56,64.02,55,41
Switzerland Super League,"2013/2014",FC Zürich,64.2,63.56,50,55
Switzerland Super League,"2014/2015",FC Zürich,64.42,64.2,53,50
Switzerland Super League,"2015/2016",FC Zürich,64.07,64.42,34,53
Switzerland Super League,"2008/2009",Grasshopper Club Zürich,64.05,,50,
Switzerland Super League,"2009/2010",Grasshopper Club Zürich,62.33,64.05,65,50
Switzerland Super League,"2010/2011",Grasshopper Club Zürich,61.56,62.33,41,65
Switzerland Super League,"2011/2012",Grasshopper Club Zürich,62.04,61.56,26,41
Switzerland Super League,"2012/2013",Grasshopper Club Zürich,64.23,62.04,69,26
Switzerland Super League,"2013/2014",Grasshopper Club Zürich,65.56,64.23,65,69
Switzerland Super League,"2014/2015",Grasshopper Club Zürich,66,65.56,43,65
Switzerland Super League,"2015/2016",Grasshopper Club Zürich,66.04,66,53,43
Switzerland Super League,"2015/2016",Lugano,62.74,,35,
Switzerland Super League,"2008/2009",Neuchâtel Xamax,63.1,,40,
Switzerland Super League,"2009/2010",Neuchâtel Xamax,59.54,63.1,41,40
Switzerland Super League,"2010/2011",Neuchâtel Xamax,60.72,59.54,32,41
Switzerland Super League,"2011/2012",Neuchâtel Xamax,63.63,60.72,26,32
Switzerland Super League,"2011/2012",Servette FC,60.87,,48,
Switzerland Super League,"2012/2013",Servette FC,61.97,60.87,26,48
